NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;1;5;30;3;859;100;14;0;
30;1;5;30;2;86;100;9;0;
30;1;5;30;2;86;100;21;0;
30;1;5;30;2;86;100;18;0;
30;1;5;30;1;6;100;29;0;
30;1;5;30;3;859;100;20;0;
30;1;5;30;2;86;100;16;0;
30;1;5;30;1;6;100;25;0;
30;1;5;30;4;7473;100;23;0;
30;1;5;30;2;86;100;20;0;
30;1;5;30;5;58468;100;19;0;
30;1;5;30;1;6;100;26;0;
30;1;5;30;5;58468;100;27;0;
30;1;5;30;1;6;100;16;0;
30;1;5;30;5;58468;100;15;0;
30;1;5;30;1;6;100;18;0;
30;1;5;30;3;859;100;29;0;
30;1;5;30;3;859;100;15;0;
30;1;5;30;2;86;100;19;0;
30;1;5;30;2;86;100;22;0;
30;1;5;30;3;859;100;18;0;
30;1;5;30;4;7473;100;20;0;
30;1;5;30;2;86;100;17;0;
30;1;5;30;5;58468;100;23;0;
30;1;5;30;5;58468;100;26;0;
30;1;5;30;4;7473;100;26;0;
30;1;5;30;2;86;100;29;0;
30;1;5;30;3;859;100;22;0;
30;1;5;30;5;58468;100;25;0;
30;1;5;30;4;7473;100;29;0;
30;1;5;30;1;6;100;20;0;
30;1;5;30;3;859;100;26;0;
30;1;5;30;1;6;100;22;0;
30;1;5;30;4;7473;100;28;0;
30;1;5;30;3;859;100;16;0;
30;1;5;30;2;86;100;26;0;
30;1;5;30;1;6;100;19;0;
30;1;5;30;4;7473;100;25;0;
30;1;5;30;5;58468;100;20;0;
30;1;5;30;3;859;100;21;0;
30;1;5;30;3;859;100;19;0;
30;1;5;30;3;859;100;17;0;
30;1;5;30;1;6;100;17;0;
30;1;5;30;1;6;100;23;0;
30;1;5;30;2;86;100;15;0;
30;1;5;30;5;58468;100;29;0;
30;1;5;30;5;58468;100;22;0;
30;1;5;30;5;58468;100;28;0;
30;1;5;30;3;859;100;25;0;
30;1;5;30;4;7473;100;21;0;
30;1;5;30;1;6;100;24;0;
30;1;5;30;3;859;100;24;0;
30;1;5;30;4;7473;100;17;0;
30;1;5;30;3;859;100;28;0;
30;1;5;30;3;859;100;23;0;
30;1;5;30;5;58468;100;21;0;
30;1;5;30;5;58468;100;16;0;
30;1;5;30;2;86;100;25;0;
30;1;5;30;5;58468;100;17;0;
30;1;5;30;4;7473;100;15;0;
30;1;5;30;4;7473;100;24;0;
30;1;5;30;2;86;100;27;0;
30;1;5;30;5;58468;100;18;0;
30;1;5;30;4;7473;100;27;0;
30;1;5;30;5;58468;100;24;0;
30;1;5;30;4;7473;100;19;0;
30;1;5;30;3;859;100;27;0;
30;1;5;30;1;6;100;15;0;
30;1;5;30;4;7473;100;16;0;
30;1;5;30;4;7473;100;18;0;
30;1;5;30;4;7473;100;22;0;
30;1;5;30;2;86;100;23;0;
30;1;5;30;1;6;100;27;0;
30;1;5;30;2;86;100;24;0;
30;1;5;30;2;86;100;28;0;
30;1;5;30;1;6;100;28;0;
30;1;5;30;1;6;100;21;0;
